Basis Element 1,Basis Element 2,Lattice Point,Operation,Result
"(((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","((0, 0), ((0, 0), (((((((1, 0), (0, 0)), (0, 0)), ...","[-1, -1, -1, -1, -1, -1, -1, 1]",Addition,"(((array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])), ((((((((array([0, 0, 0, 0, 0, 0, 0, 2]), array([-1, -1, -1, -1, -1, -1, -1,  1])), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])))"
"(((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","((0, 0), ((0, 0), (((((((1, 0), (0, 0)), (0, 0)), ...","[-1, -1, -1, -1, -1, -1, -1, 1]",Multiplication,"Error: setting an array element with a sequence. The requested array has an inhomogeneous shape after 2 dimensions. The detected shape was (2, 2) + inhomogeneous part."
"(((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","((0, 0), ((0, 0), (((((((1, 0), (0, 0)), (0, 0)), ...","[-1, -1, -1, -1, -1, -1, 0, 0]",Addition,"(((array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0])), ((((((((array([0, 0, 0, 0, 0, 0, 1, 1]), array([-1, -1, -1, -1, -1, -1,  0,  0])), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0])))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0])))"
"(((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","((0, 0), ((0, 0), (((((((1, 0), (0, 0)), (0, 0)), ...","[-1, -1, -1, -1, -1, -1, 0, 0]",Multiplication,"Error: setting an array element with a sequence. The requested array has an inhomogeneous shape after 2 dimensions. The detected shape was (2, 2) + inhomogeneous part."
"(((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","((0, 0), ((0, 0), (((((((1, 0), (0, 0)), (0, 0)), ...","[-1, -1, -1, -1, -1, -1, 1, -1]",Addition,"(((array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1])), ((((((((array([0, 0, 0, 0, 0, 0, 2, 0]), array([-1, -1, -1, -1, -1, -1,  1, -1])), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1])))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1])))"
"(((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","((0, 0), ((0, 0), (((((((1, 0), (0, 0)), (0, 0)), ...","[-1, -1, -1, -1, -1, -1, 1, -1]",Multiplication,"Error: setting an array element with a sequence. The requested array has an inhomogeneous shape after 2 dimensions. The detected shape was (2, 2) + inhomogeneous part."
"(((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","((0, 0), ((0, 0), (((((((1, 0), (0, 0)), (0, 0)), ...","[-1, -1, -1, -1, -1, -1, 1, 1]",Addition,"(((array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1])), ((((((((array([0, 0, 0, 0, 0, 0, 2, 2]), array([-1, -1, -1, -1, -1, -1,  1,  1])), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1])))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1])))"
"(((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","((0, 0), ((0, 0), (((((((1, 0), (0, 0)), (0, 0)), ...","[-1, -1, -1, -1, -1, -1, 1, 1]",Multiplication,"Error: setting an array element with a sequence. The requested array has an inhomogeneous shape after 2 dimensions. The detected shape was (2, 2) + inhomogeneous part."
"(((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","((((0, 0), ((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, -1, -1]",Addition,"(((array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1])), ((((((((array([0, 0, 0, 0, 0, 0, 0, 0]), array([-1, -1, -1, -1, -1, -1, -1, -1])), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1])))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1])))"
"(((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","((((0, 0), ((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, -1, -1]",Multiplication,"Error: setting an array element with a sequence. The requested array has an inhomogeneous shape after 2 dimensions. The detected shape was (2, 2) + inhomogeneous part."
"(((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","((((0, 0), ((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, -1, 1]",Addition,"(((array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])), ((((((((array([0, 0, 0, 0, 0, 0, 0, 2]), array([-1, -1, -1, -1, -1, -1, -1,  1])), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])))"
"(((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","((((0, 0), ((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, -1, 1]",Multiplication,"Error: setting an array element with a sequence. The requested array has an inhomogeneous shape after 2 dimensions. The detected shape was (2, 2) + inhomogeneous part."
"(((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","((((0, 0), ((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, 0, 0]",Addition,"(((array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0])), ((((((((array([0, 0, 0, 0, 0, 0, 1, 1]), array([-1, -1, -1, -1, -1, -1,  0,  0])), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0])))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0])))"
"(((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","((((0, 0), ((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, 0, 0]",Multiplication,"Error: setting an array element with a sequence. The requested array has an inhomogeneous shape after 2 dimensions. The detected shape was (2, 2) + inhomogeneous part."
"(((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","((((0, 0), ((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, 1, -1]",Addition,"(((array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1])), ((((((((array([0, 0, 0, 0, 0, 0, 2, 0]), array([-1, -1, -1, -1, -1, -1,  1, -1])), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1])))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1])))"
"(((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","((((0, 0), ((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, 1, -1]",Multiplication,"Error: setting an array element with a sequence. The requested array has an inhomogeneous shape after 2 dimensions. The detected shape was (2, 2) + inhomogeneous part."
"(((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","((((0, 0), ((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, 1, 1]",Addition,"(((array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1])), ((((((((array([0, 0, 0, 0, 0, 0, 2, 2]), array([-1, -1, -1, -1, -1, -1,  1,  1])), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1])))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1])))"
"(((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","((((0, 0), ((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, 1, 1]",Multiplication,"Error: setting an array element with a sequence. The requested array has an inhomogeneous shape after 2 dimensions. The detected shape was (2, 2) + inhomogeneous part."
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","(((((((((1, 0), (0, 0)), (0, 0)), (0, 0)), (0, 0))...","[-1, -1, -1, -1, -1, -1, -1, -1]",Addition,"((array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1])), ((array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1])), ((((((((array([0, 0, 0, 0, 0, 0, 0, 0]), array([-1, -1, -1, -1, -1, -1, -1, -1])), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","(((((((((1, 0), (0, 0)), (0, 0)), (0, 0)), (0, 0))...","[-1, -1, -1, -1, -1, -1, -1, -1]",Multiplication,"Error: operands could not be broadcast together with shapes (2,) (8,) "
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","(((((((((1, 0), (0, 0)), (0, 0)), (0, 0)), (0, 0))...","[-1, -1, -1, -1, -1, -1, -1, 1]",Addition,"((array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])), ((array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])), ((((((((array([0, 0, 0, 0, 0, 0, 0, 2]), array([-1, -1, -1, -1, -1, -1, -1,  1])), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","(((((((((1, 0), (0, 0)), (0, 0)), (0, 0)), (0, 0))...","[-1, -1, -1, -1, -1, -1, -1, 1]",Multiplication,"Error: operands could not be broadcast together with shapes (2,) (8,) "
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","(((((((((1, 0), (0, 0)), (0, 0)), (0, 0)), (0, 0))...","[-1, -1, -1, -1, -1, -1, 0, 0]",Addition,"((array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0])), ((array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0])), ((((((((array([0, 0, 0, 0, 0, 0, 1, 1]), array([-1, -1, -1, -1, -1, -1,  0,  0])), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","(((((((((1, 0), (0, 0)), (0, 0)), (0, 0)), (0, 0))...","[-1, -1, -1, -1, -1, -1, 0, 0]",Multiplication,"Error: operands could not be broadcast together with shapes (2,) (8,) "
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","(((((((((1, 0), (0, 0)), (0, 0)), (0, 0)), (0, 0))...","[-1, -1, -1, -1, -1, -1, 1, -1]",Addition,"((array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1])), ((array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1])), ((((((((array([0, 0, 0, 0, 0, 0, 2, 0]), array([-1, -1, -1, -1, -1, -1,  1, -1])), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","(((((((((1, 0), (0, 0)), (0, 0)), (0, 0)), (0, 0))...","[-1, -1, -1, -1, -1, -1, 1, -1]",Multiplication,"Error: operands could not be broadcast together with shapes (2,) (8,) "
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","(((((((((1, 0), (0, 0)), (0, 0)), (0, 0)), (0, 0))...","[-1, -1, -1, -1, -1, -1, 1, 1]",Addition,"((array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1])), ((array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1])), ((((((((array([0, 0, 0, 0, 0, 0, 2, 2]), array([-1, -1, -1, -1, -1, -1,  1,  1])), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","(((((((((1, 0), (0, 0)), (0, 0)), (0, 0)), (0, 0))...","[-1, -1, -1, -1, -1, -1, 1, 1]",Multiplication,"Error: operands could not be broadcast together with shapes (2,) (8,) "
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, -1, -1]",Addition,"((array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1])), ((array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1])), ((((((((array([0, 0, 0, 0, 0, 0, 0, 0]), array([-1, -1, -1, -1, -1, -1, -1, -1])), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, -1, -1]",Multiplication,"Error: operands could not be broadcast together with shapes (2,) (8,) "
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, -1, 1]",Addition,"((array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])), ((array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])), ((((((((array([0, 0, 0, 0, 0, 0, 0, 2]), array([-1, -1, -1, -1, -1, -1, -1,  1])), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((0, 0), ((((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, -1, 1]",Multiplication,"Error: operands could not be broadcast together with shapes (2,) (8,) "
